SITE_ID,SAMPLE_ID,VISIT_NO,INDXSAMP_LDC,SAMPLE_TYPE,SAMPLE_CATEGORY,PRIMESEDT,LDC_ADJ
NLA06608-0569,509877,1,YES,SEDT,P,1,-24.27186276
NLA06608-0570,504007,1,YES,SEDT,P,1,-13.36214073
NLA06608-0579,503507,1,YES,SEDT,P,1,-13.76589685
NLA06608-0579,503508,1,YES,SEDB,P,,-23.12470803
NLA06608-0580,509837,1,YES,SEDT,P,1,-26.21124915
NLA06608-0582,508147,1,YES,SEDT,P,1,-16.0112452
NLA06608-0582,508148,1,YES,SEDB,P,,-10.72292809
NLA06608-0583,502607,1,YES,SEDT,P,1,-18.38619854
NLA06608-0583,502608,1,YES,SEDB,P,,15.62419198
NLA06608-0585,503367,1,YES,SEDT,P,1,-7.589602813
NLA06608-0587,513907,1,YES,SEDT,P,1,-22.89782851
NLA06608-0587,513908,1,YES,SEDB,P,,-20.98797695
NLA06608-0587,511607,2,NO,SEDT,P,,-13.95372799
NLA06608-0587,511608,2,NO,SEDB,P,,-10.1677265
NLA06608-0588,505397,1,YES,SEDT,P,1,-5.988645715
NLA06608-0590,508397,1,YES,SEDT,P,1,-22.00296601
NLA06608-0590,508398,1,YES,SEDB,P,,-22.70004543
NLA06608-0593,506387,1,YES,SEDT,P,1,6.268727493
NLA06608-0593,506388,1,YES,SEDB,P,,9.262779336
NLA06608-0594,502817,1,YES,SEDT,P,1,-9.676213567
NLA06608-0595,514057,1,YES,SEDT,P,1,-33.25735256
NLA06608-0595,514058,1,YES,SEDB,P,,-28.38901599
NLA06608-0596,512957,1,YES,SEDT,P,1,3.787125608
NLA06608-0597,502897,1,YES,SEDT,P,1,7.751139873
NLA06608-0599,514217,1,YES,SEDT,P,1,-14.55404853
NLA06608-0606,514867,1,YES,SEDT,P,1,3.921734691
NLA06608-0606,514868,1,YES,SEDB,P,,10.30870658
NLA06608-0608,503757,1,YES,SEDT,P,1,-8.639750376
NLA06608-0608,503758,1,YES,SEDB,P,,-42.5807996
NLA06608-0609,502047,1,YES,SEDT,P,1,-32.40334298
NLA06608-0609,502048,1,YES,SEDB,P,,-33.19667776
NLA06608-0610,512017,1,YES,SEDT,P,1,10.51769093
NLA06608-0610,512018,1,YES,SEDB,P,,-7.875900523
NLA06608-0611,514677,1,YES,SEDT,P,1,-18.74280082
NLA06608-0611,514678,1,YES,SEDB,P,,-16.61967867
NLA06608-0614,505937,1,YES,SEDT,P,1,6.22993105
NLA06608-0616,505047,1,YES,SEDT,P,1,-29.16778652
NLA06608-0617,505917,1,YES,SEDT,P,1,-20.734418
NLA06608-0618,507387,1,YES,SEDT,P,1,-2.396694709
NLA06608-0619,503937,1,YES,SEDT,P,1,0.49202264
NLA06608-0619,503938,1,YES,SEDB,P,,-0.033373807
NLA06608-0622,504497,1,YES,SEDT,P,1,-34.2140619
NLA06608-0622,504498,1,YES,SEDB,P,,-14.16083416
NLA06608-0623,514098,1,YES,SEDT,P,1,-31.7055324
NLA06608-0624,503407,1,YES,SEDT,P,1,-11.70846837
NLA06608-0625,517337,1,YES,SEDT,P,1,17.99480161
NLA06608-0625,517338,1,YES,SEDB,P,,17.78169852
NLA06608-0627,506597,1,YES,SEDT,P,1,3.748669536
NLA06608-0627,506598,1,YES,SEDB,P,,-1.715919979
NLA06608-0628,503538,1,YES,SEDT,P,1,-14.25784903
NLA06608-0628,503537,1,YES,SEDB,P,,-22.92823575
NLA06608-0630,507217,1,YES,SEDT,P,1,-5.305925486
NLA06608-0630,507218,1,YES,SEDB,P,,-10.22412964
NLA06608-0632,514947,1,YES,SEDT,P,1,-16.35510523
NLA06608-0634,505237,1,YES,SEDT,P,1,-33.0203728
NLA06608-0634,505238,1,YES,SEDB,P,,-19.20014663
NLA06608-0635,513827,1,YES,SEDT,P,1,-10.12614729
NLA06608-0637,512197,1,YES,SEDT,P,1,-13.69654984
NLA06608-0641,508707,1,YES,SEDT,P,1,-20.81190944
NLA06608-0641,508708,1,YES,SEDB,P,,-10.22032883
NLA06608-0649,515527,1,YES,SEDT,P,1,14.44102483
NLA06608-0650,507047,1,YES,SEDT,P,1,-24.39018439
NLA06608-0650,507048,1,YES,SEDB,P,,-21.01671455
NLA06608-0651,507377,1,YES,SEDT,P,1,-11.46673304
NLA06608-0654,513677,1,YES,SEDT,P,1,-4.497575958
NLA06608-0654,513678,1,YES,SEDB,P,,10.16212553
NLA06608-0657,513627,1,YES,SEDT,P,1,2.03358214
NLA06608-0657,513628,1,YES,SEDB,P,,4.688884119
NLA06608-0658,506787,1,YES,SEDT,P,1,-0.391211411
NLA06608-0658,506788,1,YES,SEDB,P,,4.734194179
NLA06608-0659,515087,1,YES,SEDT,P,1,-35.21807287
NLA06608-0660,514327,1,YES,SEDT,P,1,-6.436690843
NLA06608-0660,514328,1,YES,SEDB,P,,-5.612935135
NLA06608-0661,506997,1,YES,SEDT,P,1,-19.82417909
NLA06608-0662,512307,1,YES,SEDT,P,1,-1.627424751
NLA06608-0662,512308,1,YES,SEDB,P,,-0.363900967
NLA06608-0663,510587,1,YES,SEDT,P,1,-34.04484822
NLA06608-0663,510588,1,YES,SEDB,P,,-15.98173018
NLA06608-0665,504637,1,YES,SEDT,P,1,7.728852511
NLA06608-0671,510337,1,YES,SEDT,P,1,5.337762338
NLA06608-0671,510338,1,YES,SEDB,P,,5.108043626
NLA06608-0672,503847,1,YES,SEDT,P,1,-25.1355937
NLA06608-0674,503967,1,YES,SEDT,P,1,11.86197569
NLA06608-0674,503968,1,YES,SEDB,P,,-4.695130751
NLA06608-0677,506797,1,YES,SEDT,P,1,-25.26340451
NLA06608-0677,506798,1,YES,SEDB,P,,-24.70405602
NLA06608-0678,511437,1,YES,SEDT,P,1,-7.200798831
NLA06608-0678,504578,1,YES,SEDB,P,,-23.47452302
NLA06608-0679,506448,1,YES,SEDT,P,1,-20.18817679
NLA06608-0679,506447,1,YES,SEDB,P,,-34.29988257
NLA06608-0681,502757,1,YES,SEDT,P,1,11.10840027
NLA06608-0686,506428,1,YES,SEDT,P,1,-31.81528677
NLA06608-0686,506427,1,YES,SEDB,P,,22.15812833
NLA06608-0687,511857,1,YES,SEDT,P,1,-34.36791999
NLA06608-0690,508807,1,NO,SEDT,P,,2.133612855
NLA06608-0690,510237,2,YES,SEDT,P,2,5.17240514
NLA06608-0690,510238,2,YES,SEDB,P,,4.897536056
NLA06608-0692,503717,1,YES,SEDT,P,1,-26.71123654
NLA06608-0693,507357,1,YES,SEDT,P,1,14.77086107
NLA06608-0696,504807,1,YES,SEDT,P,1,-11.6738546
NLA06608-0707,505198,1,YES,SEDT,P,1,-41.73596185
NLA06608-0707,505197,1,YES,SEDB,P,,-21.66006346
NLA06608-0709,507867,1,YES,SEDT,P,1,-23.0764643
NLA06608-0709,507868,1,YES,SEDB,P,,-8.629052188
NLA06608-0710,503947,1,YES,SEDT,P,1,-0.716373741
NLA06608-0710,503948,1,YES,SEDB,P,,2.292756024
NLA06608-0711,517147,1,YES,SEDT,P,1,-2.415778782
NLA06608-0712,504217,1,YES,SEDT,P,1,-9.522224235
NLA06608-0715,504877,1,YES,SEDT,P,1,2.253609182
NLA06608-0717,514427,1,YES,SEDT,P,1,-5.996183638
NLA06608-0717,514428,1,YES,SEDB,P,,11.66241778
NLA06608-0718,514247,1,YES,SEDT,P,1,-34.51704424
NLA06608-0720,514577,1,YES,SEDT,P,1,-10.9834693
NLA06608-0721,506347,1,YES,SEDT,P,1,-1.838210377
NLA06608-0723,509127,1,YES,SEDT,P,1,-4.401543563
NLA06608-0723,509128,1,YES,SEDB,P,,3.519048142
NLA06608-0724,513987,1,YES,SEDT,P,1,-6.218744233
NLA06608-0726,511897,1,YES,SEDT,P,1,-0.834925875
NLA06608-0726,511898,1,YES,SEDB,P,,-3.172934349
NLA06608-0727,506438,1,YES,SEDT,P,1,-15.36704735
NLA06608-0727,506437,1,YES,SEDB,P,,-24.84378547
NLA06608-0731,509737,1,YES,SEDT,P,1,-8.871870322
NLA06608-0731,509738,1,YES,SEDB,P,,-19.66198096
NLA06608-0733,515107,1,YES,SEDT,P,1,14.94518911
NLA06608-0733,515108,1,YES,SEDB,P,,10.21227524
NLA06608-0734,507227,1,YES,SEDT,P,1,3.844496779
NLA06608-0734,507228,1,YES,SEDB,P,,0.113103555
NLA06608-0738,512137,1,YES,SEDT,P,1,-15.0903263
NLA06608-0738,512138,1,YES,SEDB,P,,-0.363658315
NLA06608-0743,515227,1,YES,SEDT,P,1,-11.50950517
NLA06608-0743,515228,1,YES,SEDB,P,,-4.431042071
NLA06608-0744,504767,1,YES,SEDT,P,1,-8.467222065
NLA06608-0749,506477,1,YES,SEDT,P,1,12.66122121
NLA06608-0751,508497,1,YES,SEDT,P,1,-1.164953748
NLA06608-0753,506637,1,YES,SEDT,P,1,-12.65445653
NLA06608-0753,506638,1,YES,SEDB,P,,-20.01271394
NLA06608-0754,505447,1,YES,SEDT,P,1,-5.390468235
NLA06608-0754,505448,1,YES,SEDB,P,,-1.116629621
NLA06608-0755,514027,1,YES,SEDT,P,1,-17.09561873
NLA06608-0756,502207,1,YES,SEDT,P,1,-19.28322565
NLA06608-0759,506757,1,YES,SEDT,P,1,-21.98460829
NLA06608-0759,506758,1,YES,SEDB,P,,-12.27017935
NLA06608-0761,516577,1,YES,SEDT,P,1,-38.5309715
NLA06608-0762,503487,1,YES,SEDT,P,1,-20.78747729
NLA06608-0762,503488,1,YES,SEDB,P,,-13.59770394
NLA06608-0764,514557,1,YES,SEDT,P,1,-8.415446621
NLA06608-0765,502737,1,YES,SEDT,P,1,-12.01912805
NLA06608-0766,503258,1,YES,SEDT,P,1,-39.96545796
NLA06608-0766,503257,1,YES,SEDB,P,,-37.58914924
NLA06608-0769,510927,1,YES,SEDT,P,1,7.84730147
NLA06608-0769,510928,1,YES,SEDB,P,,6.568172072
NLA06608-0770,502457,1,YES,SEDT,P,1,2.007365847
NLA06608-0771,507797,1,YES,SEDT,P,1,-12.93507865
NLA06608-0771,507798,1,YES,SEDB,P,,-13.48842286
NLA06608-0775,511837,1,YES,SEDT,P,1,-2.845561023
NLA06608-0779,504157,1,YES,SEDT,P,1,-24.12969651
NLA06608-0779,504158,1,YES,SEDB,P,,-33.44953855
NLA06608-0781,514287,1,YES,SEDT,P,1,-27.00295828
NLA06608-0781,514288,1,YES,SEDB,P,,-18.74605631
NLA06608-0782,507417,1,YES,SEDT,P,1,18.22338343
NLA06608-0782,507418,1,YES,SEDB,P,,12.74621507
NLA06608-0783,509518,1,YES,SEDB,P,,-21.93035053
NLA06608-0785,512047,1,YES,SEDT,P,1,32.23885517
NLA06608-0785,512048,1,YES,SEDB,P,,34.64056689
NLA06608-0792,507677,1,YES,SEDT,P,1,-15.5751999
NLA06608-0794,502187,1,YES,SEDT,P,1,12.75607569
NLA06608-0794,502188,1,YES,SEDB,P,,-15.72503863
NLA06608-0794,508607,2,NO,SEDT,P,,11.5635181
NLA06608-0797,515097,1,YES,SEDT,P,1,-2.686917772
NLA06608-0797,515098,1,YES,SEDB,P,,-10.34548913
NLA06608-0802,513997,1,YES,SEDT,P,1,4.887613038
NLA06608-0802,513998,1,YES,SEDB,P,,-0.345986956
NLA06608-0804,515427,1,YES,SEDT,P,1,11.25027363
NLA06608-0805,509357,1,YES,SEDT,P,1,-22.89648782
NLA06608-0805,509358,1,YES,SEDB,P,,-3.799483835
NLA06608-0806,504717,1,YES,SEDT,P,1,5.965377924
NLA06608-0806,504718,1,YES,SEDB,P,,-1.260296842
NLA06608-0807,514227,1,YES,SEDT,P,1,-33.17555183
NLA06608-0807,514228,1,YES,SEDB,P,,-45.40749737
NLA06608-0808,516827,1,YES,SEDT,P,1,-18.56464149
NLA06608-0809,504378,1,YES,SEDT,P,1,-3.169971516
NLA06608-0811,507778,1,YES,SEDT,P,1,-24.77110686
NLA06608-0811,507777,1,YES,SEDB,P,,-9.829815535
NLA06608-0812,503217,1,YES,SEDT,P,1,17.17148616
NLA06608-0815,505337,1,YES,SEDT,P,1,11.12300962
NLA06608-0820,508287,1,YES,SEDT,P,1,-31.79793493
NLA06608-0823,508797,1,YES,SEDT,P,1,-12.20883247
NLA06608-0823,508798,1,YES,SEDB,P,,-0.364467165
NLA06608-0824,516687,1,YES,SEDT,P,1,-7.759013521
NLA06608-0825,511757,1,YES,SEDT,P,1,-3.59907534
NLA06608-0827,504897,1,YES,SEDT,P,1,-16.47346315
NLA06608-0828,503267,1,YES,SEDT,P,1,-3.377978814
NLA06608-0828,503268,1,YES,SEDB,P,,-15.29083415
NLA06608-0830,517717,1,YES,SEDT,P,1,-41.13230328
NLA06608-0830,517718,1,YES,SEDB,P,,-34.41628072
NLA06608-0831,512447,1,YES,SEDT,P,1,-6.103355257
NLA06608-0836,511447,1,YES,SEDT,P,1,-20.18205144
NLA06608-0837,503037,1,YES,SEDT,P,1,-17.60280699
NLA06608-0837,503038,1,YES,SEDB,P,,-14.40511475
NLA06608-0842,513217,1,YES,SEDT,P,1,-30.73161811
NLA06608-0842,513218,1,YES,SEDB,P,,-10.45036556
NLA06608-0843,507257,1,YES,SEDT,P,1,-0.108284123
NLA06608-0846,514877,1,YES,SEDT,P,1,-2.008625545
NLA06608-0847,511197,1,YES,SEDT,P,1,-18.69257107
NLA06608-0849,513367,1,YES,SEDT,P,1,-4.627041629
NLA06608-0849,513368,1,YES,SEDB,P,,-7.444855434
NLA06608-0850,508017,1,YES,SEDT,P,1,-16.93704901
NLA06608-0851,503157,1,YES,SEDT,P,1,-19.4944834
NLA06608-0851,503158,1,YES,SEDB,P,,-27.73927567
NLA06608-0856,502578,1,YES,SEDT,P,1,-3.059649284
NLA06608-0857,504687,1,YES,SEDT,P,1,3.209386261
NLA06608-0859,514687,1,YES,SEDT,P,1,-24.76521836
NLA06608-0859,514688,1,YES,SEDB,P,,-27.73400483
NLA06608-0860,506947,1,YES,SEDT,P,1,-24.67604301
NLA06608-0860,513427,2,NO,SEDT,P,,-21.79592081
NLA06608-0862,514307,1,YES,SEDT,P,1,5.203619254
NLA06608-0862,514308,1,YES,SEDB,P,,8.1858295
NLA06608-0863,508687,1,YES,SEDT,P,1,-20.75725213
NLA06608-0865,511747,1,YES,SEDT,P,1,-24.33986777
NLA06608-0865,511748,1,YES,SEDB,P,,-21.44983121
NLA06608-0868,515407,1,YES,SEDT,P,1,-9.816668984
NLA06608-0869,507007,1,YES,SEDT,P,1,0.937067786
NLA06608-0870,505627,1,YES,SEDT,P,1,-31.51785651
NLA06608-0871,506408,1,YES,SEDT,P,1,-38.19744477
NLA06608-0871,506407,1,YES,SEDB,P,,-31.5704034
NLA06608-0872,505767,1,YES,SEDT,P,1,-10.37255872
NLA06608-0874,511157,1,YES,SEDT,P,1,-24.3583747
NLA06608-0874,511158,1,YES,SEDB,P,,-8.167147982
NLA06608-0875,510577,1,YES,SEDT,P,1,-5.821054101
NLA06608-0875,510578,1,YES,SEDB,P,,-46.781149
NLA06608-0877,509027,1,YES,SEDT,P,1,35.55056365
NLA06608-0878,502147,1,YES,SEDT,P,1,-7.726396343
NLA06608-0878,502148,1,YES,SEDB,P,,-6.817968097
NLA06608-0880,512947,1,YES,SEDT,P,1,-12.49471186
NLA06608-0881,504547,1,YES,SEDT,P,1,5.124344856
NLA06608-0885,508057,1,YES,SEDT,P,1,-1.971421962
NLA06608-0889,504827,1,YES,SEDT,P,1,-12.74335511
NLA06608-0890,507438,1,YES,SEDT,P,1,6.119387132
NLA06608-0890,507437,1,YES,SEDB,P,,11.96604337
NLA06608-0891,509997,1,YES,SEDT,P,1,-8.500767268
NLA06608-0893,515028,1,YES,SEDT,P,1,-27.80432048
NLA06608-0895,514747,1,YES,SEDT,P,1,-2.07007959
NLA06608-0899,515117,1,YES,SEDT,P,1,-33.75846121
NLA06608-0899,515118,1,YES,SEDB,P,,-25.2827841
NLA06608-0900,502317,1,YES,SEDT,P,1,-20.2679488
NLA06608-0904,507827,1,YES,SEDT,P,1,-2.485599225
NLA06608-0904,507828,1,YES,SEDB,P,,-19.3304206
NLA06608-0905,506607,1,YES,SEDT,P,1,1.511030877
NLA06608-0905,506608,1,YES,SEDB,P,,-8.860900582
NLA06608-0906,502777,1,YES,SEDT,P,1,-8.205408811
NLA06608-0906,502778,1,YES,SEDB,P,,-14.0406859
NLA06608-0913,508997,1,YES,SEDT,P,1,-1.527489789
NLA06608-0913,508998,1,YES,SEDB,P,,1.252981111
NLA06608-0914,509317,1,YES,SEDT,P,1,-1.525863905
NLA06608-0914,509318,1,YES,SEDB,P,,1.557567963
NLA06608-0915,511537,1,YES,SEDT,P,1,-10.4968434
NLA06608-0915,511538,1,YES,SEDB,P,,-7.40798672
NLA06608-0916,512967,1,YES,SEDT,P,1,-11.13277888
NLA06608-0918,506857,1,YES,SEDT,P,1,8.489556633
NLA06608-0918,506858,1,YES,SEDB,P,,5.737628825
NLA06608-0921,504727,1,YES,SEDT,P,1,-3.886753535
NLA06608-0922,515207,1,YES,SEDT,P,1,-0.180836474
NLA06608-0924,509157,1,YES,SEDT,P,1,-30.93692473
NLA06608-0924,509158,1,YES,SEDB,P,,-43.20732152
NLA06608-0926,514667,1,YES,SEDT,P,1,7.54128411
NLA06608-0926,514668,1,YES,SEDB,P,,8.112159048
NLA06608-0927,511597,1,YES,SEDT,P,1,3.406955986
NLA06608-0929,514267,1,YES,SEDT,P,1,1.444793451
NLA06608-0930,506897,1,YES,SEDT,P,1,-1.719072096
NLA06608-0930,506898,1,YES,SEDB,P,,-7.469535219
NLA06608-0933,506087,1,YES,SEDT,P,1,-4.306486287
NLA06608-0934,506827,1,YES,SEDT,P,1,-2.356375384
NLA06608-0934,506828,1,YES,SEDB,P,,2.87960178
NLA06608-0935,503607,1,YES,SEDT,P,1,-22.37619291
NLA06608-0935,503608,1,YES,SEDB,P,,-30.53686025
NLA06608-0938,512437,1,YES,SEDT,P,1,-28.93318794
NLA06608-0938,512438,1,YES,SEDB,P,,-33.73342687
NLA06608-0940,510607,1,YES,SEDT,P,1,-13.03469065
NLA06608-0940,510608,1,YES,SEDB,P,,-10.50666922
NLA06608-0942,503287,1,YES,SEDT,P,1,-7.862462711
NLA06608-0942,503288,1,YES,SEDB,P,,4.550139674
NLA06608-0944,514477,1,YES,SEDT,P,1,0.796223577
NLA06608-0946,509107,1,YES,SEDT,P,1,-1.926962246
NLA06608-0946,509108,1,YES,SEDB,P,,-40.91299793
NLA06608-0950,508407,1,YES,SEDT,P,1,0.556972589
NLA06608-0955,502797,1,YES,SEDT,P,1,6.217525492
NLA06608-0957,502547,1,YES,SEDT,P,1,10.15483479
NLA06608-0958,507887,1,YES,SEDT,P,1,-11.74792864
NLA06608-0958,507888,1,YES,SEDB,P,,-24.31997816
NLA06608-0961,510917,1,YES,SEDT,P,1,13.8082404
NLA06608-0961,510918,1,YES,SEDB,P,,6.182669533
NLA06608-0962,510367,1,YES,SEDT,P,1,4.911932847
NLA06608-0967,513277,1,YES,SEDT,P,1,-28.92381397
NLA06608-0968,502107,1,YES,SEDT,P,1,-31.44961812
NLA06608-0968,502108,1,YES,SEDB,P,,-26.31251614
NLA06608-0970,502177,1,YES,SEDT,P,1,-2.235197219
NLA06608-0971,511507,1,YES,SEDT,P,1,-10.38401095
NLA06608-0972,505007,1,YES,SEDT,P,1,-14.41775342
NLA06608-0974,510687,1,YES,SEDT,P,1,-3.980905645
NLA06608-0974,510688,1,YES,SEDB,P,,-1.174973162
NLA06608-0979,503138,1,YES,SEDT,P,1,-18.87416277
NLA06608-0980,513197,1,YES,SEDT,P,1,-4.887335522
NLA06608-0982,509367,1,YES,SEDT,P,1,-4.464187469
NLA06608-0982,509368,1,YES,SEDB,P,,6.346017214
NLA06608-0984,516937,1,YES,SEDT,P,1,-15.17363583
NLA06608-0987,513517,1,YES,SEDT,P,1,5.466668663
NLA06608-0987,513518,1,YES,SEDB,P,,0.599354185
NLA06608-0989,510977,1,YES,SEDT,P,1,15.75868429
NLA06608-0990,502017,1,YES,SEDT,P,1,-12.80888044
NLA06608-0990,502018,1,YES,SEDB,P,,-14.76933323
NLA06608-0993,517517,1,YES,SEDT,P,1,1.479616046
NLA06608-0993,517518,1,YES,SEDB,P,,-2.006314905
NLA06608-0994,509457,1,YES,SEDT,P,1,-0.00490263
NLA06608-0994,509458,1,YES,SEDB,P,,3.798710538
NLA06608-0996,503527,1,YES,SEDT,P,1,-13.06018633
NLA06608-0997,507737,1,YES,SEDT,P,1,-6.730494874
NLA06608-0997,507738,1,YES,SEDB,P,,-8.27447754
NLA06608-1001,514207,1,YES,SEDT,P,1,4.520531093
NLA06608-1002,514497,1,YES,SEDT,P,1,-31.63433445
NLA06608-1003,512627,1,YES,SEDT,P,1,-21.57839914
NLA06608-1003,512628,1,YES,SEDB,P,,-7.904790955
NLA06608-1005,514167,1,YES,SEDT,P,1,9.450470478
NLA06608-1006,503667,1,YES,SEDT,P,1,-35.99977218
NLA06608-1006,503668,1,YES,SEDB,P,,-38.95466518
NLA06608-1007,510297,1,YES,SEDT,P,1,-2.084858569
NLA06608-1008,514507,1,YES,SEDT,P,1,7.904420326
NLA06608-1010,513017,1,YES,SEDT,P,1,-16.19175707
NLA06608-1010,513018,1,YES,SEDB,P,,-15.93338661
NLA06608-1012,508967,1,YES,SEDT,P,1,-18.2017256
NLA06608-1014,510787,1,YES,SEDT,P,1,-19.04731631
NLA06608-1014,510788,1,YES,SEDB,P,,-13.37667087
NLA06608-1015,513947,1,YES,SEDT,P,1,-18.32513085
NLA06608-1015,513948,1,YES,SEDB,P,,-9.826891616
NLA06608-1016,507497,1,YES,SEDT,P,1,5.627130744
NLA06608-1018,507487,1,YES,SEDT,P,1,6.996078231
NLA06608-1018,507488,1,YES,SEDB,P,,4.959825173
NLA06608-1022,503647,1,YES,SEDT,P,1,-30.7107113
NLA06608-1022,503648,1,YES,SEDB,P,,-40.50347463
NLA06608-1024,510307,1,YES,SEDT,P,1,2.117825326
NLA06608-1024,510308,1,YES,SEDB,P,,-20.77485597
NLA06608-1034,515367,1,YES,SEDT,P,1,-16.25199882
NLA06608-1034,515368,1,YES,SEDB,P,,1.08617103
NLA06608-1035,508047,1,YES,SEDT,P,1,-16.26605409
NLA06608-1035,508048,1,YES,SEDB,P,,-21.11718652
NLA06608-1036,514548,1,YES,SEDT,P,1,-14.62269248
NLA06608-1036,514547,1,YES,SEDB,P,,-8.232705929
NLA06608-1037,517857,1,YES,SEDT,P,1,-4.691930077
NLA06608-1038,507877,1,YES,SEDT,P,1,3.123759598
NLA06608-1038,507878,1,YES,SEDB,P,,-1.010532453
NLA06608-1039,508007,1,YES,SEDT,P,1,11.34139452
NLA06608-1041,511947,1,YES,SEDT,P,1,-21.26591257
NLA06608-1041,511948,1,YES,SEDB,P,,-13.94293221
NLA06608-1044,502807,1,YES,SEDT,P,1,-20.83857376
NLA06608-1045,510117,1,YES,SEDT,P,1,-30.60789862
NLA06608-1045,510118,1,YES,SEDB,P,,-3.162480253
NLA06608-1055,505327,1,YES,SEDT,P,1,-14.29823828
NLA06608-1056,503827,1,YES,SEDT,P,1,-15.50176709
NLA06608-1058,517537,1,YES,SEDT,P,1,17.58278099
NLA06608-1058,517538,1,YES,SEDB,P,,6.523294642
NLA06608-1059,505737,1,YES,SEDT,P,1,-27.03844527
NLA06608-1059,505738,1,YES,SEDB,P,,-26.47951302
NLA06608-1060,506868,1,NO,SEDT,P,,1.842913663
NLA06608-1060,506867,2,YES,SEDT,P,2,-7.682170342
NLA06608-1070,502667,1,YES,SEDT,P,1,-22.36629343
NLA06608-1070,502668,1,YES,SEDB,P,,-26.98477745
NLA06608-1073,509527,1,YES,SEDT,P,1,0.186147292
NLA06608-1073,509528,1,YES,SEDB,P,,-6.806957148
NLA06608-1075,502767,1,YES,SEDT,P,1,4.697703683
NLA06608-1075,502768,1,YES,SEDB,P,,5.310110506
NLA06608-1083,503307,1,YES,SEDT,P,1,-13.56889415
NLA06608-1086,517407,1,YES,SEDT,P,1,-32.22667703
NLA06608-1086,517408,1,YES,SEDB,P,,-33.89157594
NLA06608-1087,509427,1,YES,SEDT,P,1,2.770564041
NLA06608-1089,507597,1,YES,SEDT,P,1,-2.837321193
NLA06608-1089,507598,1,YES,SEDB,P,,-4.179260992
NLA06608-1091,505187,1,YES,SEDT,P,1,-28.77192192
NLA06608-1091,505188,1,YES,SEDB,P,,-29.57590829
NLA06608-1096,507137,1,YES,SEDT,P,1,-3.670940898
NLA06608-1101,517827,1,YES,SEDT,P,1,-35.35186464
NLA06608-1102,504477,1,YES,SEDT,P,1,-6.831729582
NLA06608-1102,504478,1,YES,SEDB,P,,-7.636760847
NLA06608-1103,517387,1,YES,SEDT,P,1,-33.61935705
NLA06608-1107,515347,1,YES,SEDT,P,1,-30.30264103
NLA06608-1107,515348,1,YES,SEDB,P,,-27.09912615
NLA06608-1108,503417,1,YES,SEDT,P,1,-16.7887615
NLA06608-1108,516207,2,NO,SEDT,P,,-16.27654369
NLA06608-1111,505548,1,YES,SEDT,P,1,-25.9955839
NLA06608-1111,505547,1,YES,SEDB,P,,-14.3773008
NLA06608-1113,507717,1,YES,SEDT,P,1,-1.496539751
NLA06608-1114,503228,1,YES,SEDT,P,1,-12.5307058
NLA06608-1114,503227,1,YES,SEDB,P,,-12.52812276
NLA06608-1115,513188,1,YES,SEDT,P,1,-27.71396244
NLA06608-1119,504257,1,YES,SEDT,P,1,-0.219936639
NLA06608-1120,511387,1,YES,SEDT,P,1,2.830146081
NLA06608-1122,507367,1,YES,SEDT,P,1,6.911450539
NLA06608-1122,507368,1,YES,SEDB,P,,9.157037667
NLA06608-1124,504797,1,YES,SEDT,P,1,-6.614354671
NLA06608-1125,513257,1,YES,SEDT,P,1,-30.5233232
NLA06608-1125,513258,1,YES,SEDB,P,,-14.26939991
NLA06608-1130,503807,1,YES,SEDT,P,1,-22.26303352
NLA06608-1130,503808,1,YES,SEDB,P,,-10.25283099
NLA06608-1131,506658,1,YES,SEDT,P,1,-8.681808692
NLA06608-1131,506657,1,YES,SEDB,P,,-4.407862273
NLA06608-1134,511558,1,YES,SEDT,P,1,5.816797038
NLA06608-1134,511557,1,YES,SEDB,P,,-20.8428811
NLA06608-1141,505017,1,YES,SEDT,P,1,-2.098690473
NLA06608-1143,508697,1,YES,SEDT,P,1,-19.40422244
NLA06608-1143,508698,1,YES,SEDB,P,,-11.81642382
NLA06608-1145,515177,1,YES,SEDT,P,1,-9.073920817
NLA06608-1148,512237,1,YES,SEDT,P,1,-26.61986464
