PUBLICATION_DATE,UID,SITE_ID,DATE_COL,VISIT_NO,STATE,SAMPLE_TYPE,LINE,ARRIVAL_TIME,CAL_INST_ID,CAL_INST_MODEL,CAL_INST_OPERATOR,CALIBRATION_VERIFIED,CON_STD1_VALUE,COND_QCS_DESC,COND_QCS_MEASURED,COND_QCS_TRUE,COND_STD1_DESC,COND_STD1_VALUE,COND_STD2_DESC,COND_STD2_VALUE,CONDUCTIVITY,DEPTH,DEPTH_METHOD,DO_BARO_PRESSURE,DO_CALIBRATION_UNITS,DO_CALIBRATION_VALUE,DO_DISPLAYED_UNITS,DO_DISPLAYED_VALUE,DO_ELEVATION,DO2_2M,DUPLICATE_DO,E_FILE,INDEX_GPS_FIX,INDEX_LAT_DD,INDEX_LON_DD,INDEX_SITE_DEPTH,METALIMNION,ODOR,OXYGEN,PH,PH_QCS_DESC,PH_QCS_MEASURED,PH_QCS_TRUE,PH_STD1_DESC,PH_STD1_VALUE,PH_STD2_DESC,PH_STD2_VALUE,PRECIPITATION,SCUM,SCUM_DESC,SURFACE_COND,TEMP_CORRECTED,TEMP_SENSOR,TEMP_THERMOMETER,TEMPERATURE
8/23/2016,1000023,NLA12_WI-101,26-Jun-12,1,WI,PROF,9,,,,,,,,,,,,,,524,8,,,,,,,,,,,,,,,,,1.2,7.8,,,,,,,,,,,,,,,23.9
8/23/2016,1000023,NLA12_WI-101,26-Jun-12,1,WI,PROF,0,935,,,,Y,,,,,,,,,,,SONAR,,,,,,,9.17,Y,,3D,42.96618,-89.24687,9.5,,N,,,,,,,,,,NONE,NO,,RIPPLES,Y,,,
8/23/2016,1000023,NLA12_WI-101,26-Jun-12,1,WI,PROF,10,,,,,,,,,,,,,,527,9,,,,,,,,,,,,,,,,,0.6,7.7,,,,,,,,,,,,,,,23.8
8/23/2016,1000023,NLA12_WI-101,26-Jun-12,1,WI,PROF,5,,,,,,,,,,,,,,513,4,,,,,,,,,,,,,,,,,7.5,8.4,,,,,,,,,,,,,,,24.5
8/23/2016,1000023,NLA12_WI-101,26-Jun-12,1,WI,CALIB,0,,SN080500046529,HYDROLAB DS5X,BRINT SCHWERBEL,,,500,500,500,0,0,500,500,,,,788,mg/L,8.5,mg/L,8.5,,,,,,,,,,,,,6,6.14,6,7,7,10,10,,,,,,21.7,21.7,
8/23/2016,1000023,NLA12_WI-101,26-Jun-12,1,WI,PROF,4,,,,,,,,,,,,,,513,3,,,,,,,,,,,,,,,,,8,8.5,,,,,,,,,,,,,,,24.5
8/23/2016,1000023,NLA12_WI-101,26-Jun-12,1,WI,PROF,8,,,,,,,,,,,,,,521,7,,,,,,,,,,,,,,,,,3,8,,,,,,,,,,,,,,,24
8/23/2016,1000024,,,,,PROF,0,,,,,,,,,,,,,,,,,,,,,,,7.03,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2016,1000024,,,,,PROF,1,,,,,,,,,,,,,,70.8,0.2,,,,,,,,,,,,,,,,,6.98,7.8,,,,,,,,,,,,,,,22.83
8/23/2016,1000024,,,,,PROF,2,,,,,,,,,,,,,,70.8,0.5,,,,,,,,,,,,,,,,,7.07,7.83,,,,,,,,,,,,,,,22.83
8/23/2016,1000024,,,,,PROF,3,,,,,,,,,,,,,,69.8,1,,,,,,,,,,,,,,,,,7.48,7.97,,,,,,,,,,,,,,,22.54
8/23/2016,1000024,,,,,PROF,4,,,,,,,,,,,,,,67.9,1.5,,,,,,,,,,,,,,,,,8.14,8.4,,,,,,,,,,,,,,,21.32
8/23/2016,1000024,,,,,PROF,40,,,,,,,,,,,,,,70.8,0.2,,,,,,,,,,,,,,,,,6.97,7.81,,,,,,,,,,,,,,,22.88
8/23/2016,1000025,NLA12_ID-151,27-Jun-12,1,ID,PROF,2,13:01:51,,,,,,,,,,,,,69,2.66,,,,,,,,,,,,,,,,,6.89,10.14,,,,,,,,,,,,,,,16.91
8/23/2016,1000025,NLA12_ID-151,27-Jun-12,1,ID,PROF,0,1225,,,,Y,,,,,,,,,,,LINE,,,,,,,10.32,Y,Y,2D,43.1951,-114.59357,3.2,,Y,,,,,,,,,,NONE,YES,FOAM (WHITE/BROWN),FLAT,C,,,
8/23/2016,1000025,NLA12_ID-151,27-Jun-12,1,ID,PROF,4,13:03:08,,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,10.69,,,,,,,,,,,,,,,20.72
8/23/2016,1000025,NLA12_ID-151,27-Jun-12,1,ID,CALIB,0,,41785,HYDROLAB DATASONDE 4X,ZANE CUSTER,,,,,,,,,,,,,624,,,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2016,1000025,NLA12_ID-151,27-Jun-12,1,ID,PROF,40,,,,,,,,,,,,,,111,0.05,,,,,,,,,,,,,,,,,11.84,10.69,,,,,,,,,,,,,,,20.72
8/23/2016,1000025,NLA12_ID-151,27-Jun-12,1,ID,PROF,1,12:58:42,,,,,,,,,,,,,116,0.06,,,,,,,,,,,,,,,,,11.96,10.67,,,,,,,,,,,,,,,20.88
8/23/2016,1000025,NLA12_ID-151,27-Jun-12,1,ID,PROF,5,13:00:18,,,,,,,,,,,,,69,2,,,,,,,,,,,,,,,,,7.02,10.1,,,,,,,,,,,,,,,17.35
8/23/2016,1000025,NLA12_ID-151,27-Jun-12,1,ID,PROF,3,12:59:29,,,,,,,,,,,,,74,0.99,,,,,,,,,,,,,,,,,8.68,10.23,,,,,,,,,,,,,,,17.75
8/23/2016,1000026,NLA12_TX-110,28-Jun-12,1,TX,PROF,4,,,,,,,,,,,,,,344,3,,,,,,,,,,,,,,,T,,8.7,8.4,,,,,,,,,,,,,,,28.5
8/23/2016,1000026,NLA12_TX-110,28-Jun-12,1,TX,PROF,7,,,,,,,,,,,,,,363,6,,,,,,,,,,,,,,,,,1.5,7.6,,,,,,,,,,,,,,,26.5
8/23/2016,1000026,NLA12_TX-110,28-Jun-12,1,TX,PROF,0,821,,,,Y,,,,,,,,,,,SONAR,,,,,,,8.9,Y,,3D,33.08004,-96.93451,10.5,,N,,,,,,,,,,NONE,NO,,RIPPLES,Y,,,
8/23/2016,1000026,NLA12_TX-110,28-Jun-12,1,TX,CALIB,0,,10712,HYDROLAB DS3,NATALIE SUTHERLAND,,,,,,AIR ZERO,0,KCL STANDARD,1409,,,,744,PERCENT,100,PERCENT,99.8,,,,,,,,,,,,,7 BUFFER POST USE CALIBRATION CHECK,6.96,7,7 BUFFER,7,4 BUFFER,4,,,,,,23.1,23.1,
8/23/2016,1000026,NLA12_TX-110,28-Jun-12,1,TX,PROF,1,,,,,,,,,,,,,,327,0,,,,,,,,,,,,,,,,,8.8,8.8,,,,,,,,,,,,,,,30.3
8/23/2016,1000026,NLA12_TX-110,28-Jun-12,1,TX,PROF,8,,,,,,,,,,,,,,364,7,,,,,,,,,,,,,,,,,1.2,7.6,,,,,,,,,,,,,,,26.4
8/23/2016,1000026,NLA12_TX-110,28-Jun-12,1,TX,PROF,3,,,,,,,,,,,,,,327,2,,,,,,,,,,,,,,,,,9,8.8,,,,,,,,,,,,,,,30.4
8/23/2016,1000026,NLA12_TX-110,28-Jun-12,1,TX,PROF,12,,,,,,,,,,,,,,326,,,,,,,,,,,,,,,,,,,8.8,,,,,,,,,,,,,,,30.3
8/23/2016,1000026,NLA12_TX-110,28-Jun-12,1,TX,PROF,10,,,,,,,,,,,,,,367,9,,,,,,,,,,,,,,,,,0.7,7.5,,,,,,,,,,,,,,,26.2
8/23/2016,1000026,NLA12_TX-110,28-Jun-12,1,TX,PROF,11,,,,,,,,,,,,,,371,10.5,,,,,,,,,,,,,,,,,0.6,7.5,,,,,,,,,,,,,,,26.1
8/23/2016,1000026,NLA12_TX-110,28-Jun-12,1,TX,PROF,5,,,,,,,,,,,,,,350,4,,,,,,,,,,,,,,,,,5.6,7.9,,,,,,,,,,,,,,,27.4
8/23/2016,1000026,NLA12_TX-110,28-Jun-12,1,TX,PROF,2,,,,,,,,,,,,,,326,1,,,,,,,,,,,,,,,,,8.9,8.8,,,,,,,,,,,,,,,30.4
8/23/2016,1000026,NLA12_TX-110,28-Jun-12,1,TX,PROF,6,,,,,,,,,,,,,,356,5,,,,,,,,,,,,,,,B,,3.3,7.7,,,,,,,,,,,,,,,26.6
8/23/2016,1000026,NLA12_TX-110,28-Jun-12,1,TX,PROF,40,,,,,,,,,,,,,,326,0,,,,,,,,,,,,,,,,,9,8.8,,,,,,,,,,,,,,,30.3
8/23/2016,1000026,NLA12_TX-110,28-Jun-12,1,TX,PROF,9,,,,,,,,,,,,,,374,8,,,,,,,,,,,,,,,,,0.8,7.5,,,,,,,,,,,,,,,26.3
8/23/2016,1000027,,,,,PROF,0,,,,,,,,,,,,,,,,,,,,,,,7.16,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2016,1000027,,,,,PROF,1,,,,,,,,,,,,,,13.7,0.2,,,,,,,,,,,,,,,,,7.19,5.98,,,,,,,,,,,,,,,18.54
8/23/2016,1000027,,,,,PROF,2,,,,,,,,,,,,,,13.5,1,,,,,,,,,,,,,,,,,7.17,5.92,,,,,,,,,,,,,,,17.83
8/23/2016,1000027,,,,,PROF,3,,,,,,,,,,,,,,13.9,2,,,,,,,,,,,,,,,,,7.11,5.83,,,,,,,,,,,,,,,16.8
8/23/2016,1000027,,,,,PROF,4,,,,,,,,,,,,,,15,3,,,,,,,,,,,,,,,,,7.32,5.52,,,,,,,,,,,,,,,11.84
8/23/2016,1000027,,,,,PROF,5,,,,,,,,,,,,,,15,4,,,,,,,,,,,,,,,,,5.54,5.38,,,,,,,,,,,,,,,9.04
8/23/2016,1000027,,,,,PROF,6,,,,,,,,,,,,,,15.4,5,,,,,,,,,,,,,,,,,2.67,5.26,,,,,,,,,,,,,,,7.64
8/23/2016,1000027,,,,,PROF,7,,,,,,,,,,,,,,16.1,6,,,,,,,,,,,,,,,,,0.26,5.36,,,,,,,,,,,,,,,7.03
8/23/2016,1000027,,,,,PROF,40,,,,,,,,,,,,,,13.6,0.2,,,,,,,,,,,,,,,,,7.06,5.9,,,,,,,,,,,,,,,18.79
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,8,,,,,,,,,,,,,,480,7,,,,,,,,,,,,,,,,,10.8,8.3,,,,,,,,,,,,,,,21.9
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,6,,,,,,,,,,,,,,476,5,,,,,,,,,,,,,,,,,11.3,8.4,,,,,,,,,,,,,,,23.8
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,12,,,,,,,,,,,,,,501,11,,,,,,,,,,,,,,,B,,10,7.8,,,,,,,,,,,,,,,10.4
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,10,,,,,,,,,,,,,,498,9,,,,,,,,,,,,,,,,,11.2,8,,,,,,,,,,,,,,,13.6
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,9,,,,,,,,,,,,,,496,8,,,,,,,,,,,,,,,,,11.2,8.2,,,,,,,,,,,,,,,16.2
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,0,10.56,,,,,,,,,,,,,,,SONAR,,,,,,,11.33,Y,,3D,43.9597,-88.44731,20.1,,N,,,,,,,,,,NONE,NO,,CHOPPY,,,,
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,7,,,,,,,,,,,,,,476,6,,,,,,,,,,,,,,,T,,11.4,8.4,,,,,,,,,,,,,,,23.8
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,11,,,,,,,,,,,,,,500,10,,,,,,,,,,,,,,,,,10.5,7.9,,,,,,,,,,,,,,,11.8
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,4,,,,,,,,,,,,,,475,3,,,,,,,,,,,,,,,,,11.3,8.4,,,,,,,,,,,,,,,24
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,2,,,,,,,,,,,,,,475,1,,,,,,,,,,,,,,,,,11.3,8.4,,,,,,,,,,,,,,,24
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,20,,,,,,,,,,,,,,511,19,,,,,,,,,,,,,,,,,0.4,7.3,,,,,,,,,,,,,,,7.9
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,16,,,,,,,,,,,,,,505,15,,,,,,,,,,,,,,,,,4.3,7.5,,,,,,,,,,,,,,,8.5
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,15,,,,,,,,,,,,,,504,14,,,,,,,,,,,,,,,,,5.3,7.5,,,,,,,,,,,,,,,8.9
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,3,,,,,,,,,,,,,,475,2,,,,,,,,,,,,,,,,,11.3,8.4,,,,,,,,,,,,,,,24
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,1,,,,,,,,,,,,,,474,0,,,,,,,,,,,,,,,,,11.4,8.4,,,,,,,,,,,,,,,24
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,5,,,,,,,,,,,,,,476,4,,,,,,,,,,,,,,,,,11.3,8.5,,,,,,,,,,,,,,,24
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,13,,,,,,,,,,,,,,502,12,,,,,,,,,,,,,,,,,7.6,7.7,,,,,,,,,,,,,,,9.7
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,19,,,,,,,,,,,,,,509,18,,,,,,,,,,,,,,,,,0.7,7.3,,,,,,,,,,,,,,,8
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,14,,,,,,,,,,,,,,504,13,,,,,,,,,,,,,,,,,6.3,7.6,,,,,,,,,,,,,,,9.1
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,18,,,,,,,,,,,,,,508,17,,,,,,,,,,,,,,,,,1.8,7.3,,,,,,,,,,,,,,,8.2
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,21,,,,,,,,,,,,,,512,19.6,,,,,,,,,,,,,,,,,0.4,7.3,,,,,,,,,,,,,,,7.8
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,PROF,17,,,,,,,,,,,,,,507,16,,,,,,,,,,,,,,,,,2.6,7.4,,,,,,,,,,,,,,,8.3
8/23/2016,1000028,NLA12_WI-102,27-Jun-12,1,WI,CALIB,0,,SN080500046529,HYDROLAB DS5X,BRINT SCHWERBEL,,,500,500,500,0,0,500,500,,,,760,mg/L,8.7,mg/L,8.7,256,,,,,,,,,,,,6,6.08,6,7,7,10,10,,,,,,21.21,21.21,
8/23/2016,1000029,NLA12_ID-109,27-Jun-12,1,ID,PROF,3,12:07:31,,,,,,,,,,,,,418,6,,,,,,,,,,,,,,,,,8.78,8.7,,,,,,,,,,,,,,,17.59
8/23/2016,1000029,NLA12_ID-109,27-Jun-12,1,ID,PROF,15,12:04:52,,,,,,,,,,,,,421,2,,,,,,,,,,,,,,,,,9.47,8.82,,,,,,,,,,,,,,,17.79
8/23/2016,1000029,NLA12_ID-109,27-Jun-12,1,ID,PROF,13,12:13:32,,,,,,,,,,,,,418,13,,,,,,,,,,,,,,,,,8.51,8.67,,,,,,,,,,,,,,,17.51
8/23/2016,1000029,NLA12_ID-109,27-Jun-12,1,ID,PROF,4,12:08:27,,,,,,,,,,,,,418,8,,,,,,,,,,,,,,,,,8.62,8.68,,,,,,,,,,,,,,,17.56
8/23/2016,1000029,NLA12_ID-109,27-Jun-12,1,ID,PROF,2,12:19:40,,,,,,,,,,,,,421,1.54,,,,,,,,,,,,,,,,,9.43,8.77,,,,,,,,,,,,,,,17.79
8/23/2016,1000029,NLA12_ID-109,27-Jun-12,1,ID,PROF,6,12:06:31,,,,,,,,,,,,,420,4,,,,,,,,,,,,,,,,,9.03,8.71,,,,,,,,,,,,,,,17.71
8/23/2016,1000029,NLA12_ID-109,27-Jun-12,1,ID,PROF,10,12:10:11,,,,,,,,,,,,,418,10,,,,,,,,,,,,,,,,,8.63,8.69,,,,,,,,,,,,,,,17.54
8/23/2016,1000029,NLA12_ID-109,27-Jun-12,1,ID,PROF,1,12:07:58,,,,,,,,,,,,,418,7,,,,,,,,,,,,,,,,,8.69,8.69,,,,,,,,,,,,,,,17.58
8/23/2016,1000029,NLA12_ID-109,27-Jun-12,1,ID,CALIB,0,,5561,HYDROLAB DS 5X,GILLIS,,,,,,,,,,,,,655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,22.2,
8/23/2016,1000029,NLA12_ID-109,27-Jun-12,1,ID,PROF,0,1043,,,,Y,,,,,,,,,,,SONAR,,,,,,,9.45,Y,Y,2D,42.68712,-113.39513,15,,N,,,,,,,,,,NONE,NO,,RIPPLES,C,,,
8/23/2016,1000029,NLA12_ID-109,27-Jun-12,1,ID,PROF,11,12:12:14,,,,,,,,,,,,,418,12,,,,,,,,,,,,,,,,,8.54,8.67,,,,,,,,,,,,,,,17.51
8/23/2016,1000029,NLA12_ID-109,27-Jun-12,1,ID,PROF,14,12:18:02,,,,,,,,,,,,,418,15,,,,,,,,,,,,,,,,,8.3,8.65,,,,,,,,,,,,,,,17.5
8/23/2016,1000029,NLA12_ID-109,27-Jun-12,1,ID,PROF,9,12:10:41,,,,,,,,,,,,,418,11,,,,,,,,,,,,,,,,,8.58,8.69,,,,,,,,,,,,,,,17.52
8/23/2016,1000029,NLA12_ID-109,27-Jun-12,1,ID,PROF,5,12:07:07,,,,,,,,,,,,,420,5,,,,,,,,,,,,,,,,,8.95,8.72,,,,,,,,,,,,,,,17.71
8/23/2016,1000029,NLA12_ID-109,27-Jun-12,1,ID,PROF,12,12:14:33,,,,,,,,,,,,,418,14,,,,,,,,,,,,,,,,,8.44,8.66,,,,,,,,,,,,,,,17.51
8/23/2016,1000029,NLA12_ID-109,27-Jun-12,1,ID,PROF,8,12:08:45,,,,,,,,,,,,,418,9,,,,,,,,,,,,,,,,,8.64,8.67,,,,,,,,,,,,,,,17.55
8/23/2016,1000029,NLA12_ID-109,27-Jun-12,1,ID,PROF,7,12:05:49,,,,,,,,,,,,,420,3,,,,,,,,,,,,,,,,,9.08,8.73,,,,,,,,,,,,,,,17.72
8/23/2016,1000030,NLA12_ID-111,28-Jun-12,1,ID,PROF,0,,,,,,,,,,,,,,,,,,,,,,,,,,,42.214006,-114.888169,,,,,,,,,,,,,,,,,,,,
8/23/2016,1000031,,,,,PROF,0,,,,,,,,,,,,,,,,,,,,,,,8.36,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2016,1000031,,,,,PROF,1,,,,,,,,,,,,,,43.6,0.2,,,,,,,,,,,,,,,,,8.37,7.14,,,,,,,,,,,,,,,20.19
8/23/2016,1000031,,,,,PROF,2,,,,,,,,,,,,,,43.7,1,,,,,,,,,,,,,,,,,8.43,7.11,,,,,,,,,,,,,,,20.17
8/23/2016,1000031,,,,,PROF,3,,,,,,,,,,,,,,43.3,1.5,,,,,,,,,,,,,,,,,8.46,7.1,,,,,,,,,,,,,,,20.12
8/23/2016,1000031,,,,,PROF,4,,,,,,,,,,,,,,43.4,0.5,,,,,,,,,,,,,,,,,8.36,7.1,,,,,,,,,,,,,,,20.18
8/23/2016,1000031,,,,,PROF,40,,,,,,,,,,,,,,43.6,0.2,,,,,,,,,,,,,,,,,8.36,7.1,,,,,,,,,,,,,,,20.22
8/23/2016,1000032,NLA12_VT-106,2-Jul-12,1,VT,PROF,2,,,,,,,,,,,,,,30.2,1,,,,,,,,,,,,,,,,,7.91,6.98,,,,,,,,,,,,,,,24.13
8/23/2016,1000032,NLA12_VT-106,2-Jul-12,1,VT,PROF,5,,,,,,,,,,,,,,54.9,3.5,,,,,,,,,,,,,,,,,0.03,6.11,,,,,,,,,,,,,,,11.87
8/23/2016,1000032,NLA12_VT-106,2-Jul-12,1,VT,PROF,40,,,,,,,,,,,,,,30.5,0.2,,,,,,,,,,,,,,,,,8.08,6.89,,,,,,,,,,,,,,,24.16
8/23/2016,1000032,NLA12_VT-106,2-Jul-12,1,VT,PROF,0,1225,,,,Y,,,,,,,,,,,SONAR,,,,,,,7.99,Y,Y,3D,44.77782,-71.79939,4.1,,N,,,,,,,,,,LIGHT,NO,,FLAT,Y,,,
8/23/2016,1000032,NLA12_VT-106,2-Jul-12,1,VT,PROF,1,,,,,,,,,,,,,,30.2,0.2,,,,,,,,,,,,,,,,,8.07,7.05,,,,,,,,,,,,,,,24.19
8/23/2016,1000032,NLA12_VT-106,2-Jul-12,1,VT,PROF,3,,,,,,,,,,,,,,29.8,2,,,,,,,,,,,,,,,,,5.52,6.27,,,,,,,,,,,,,,,18.89
8/23/2016,1000032,NLA12_VT-106,2-Jul-12,1,VT,PROF,4,,,,,,,,,,,,,,26.5,3,,,,,,,,,,,,,,,,,0.1,5.79,,,,,,,,,,,,,,,13.74
8/23/2016,1000034,NLA12_WI-152,2-Jul-12,1,WI,PROF,4,,,,,,,,,,,,,,478,3,,,,,,,,,,,,,,,,,10.1,8.6,,,,,,,,,,,,,,,26.2
8/23/2016,1000034,NLA12_WI-152,2-Jul-12,1,WI,PROF,1,,,,,,,,,,,,,,779,0,,,,,,,,,,,,,,,,,10,8.4,,,,,,,,,,,,,,,26.6
8/23/2016,1000034,NLA12_WI-152,2-Jul-12,1,WI,PROF,0,10,,,,,,,,,,,,,,,SONAR,,,,,,,10.07,Y,,3D,42.59883,-88.61124,16.3,,N,,,,,,,,,,NONE,NO,,FLAT,,,,
8/23/2016,1000034,NLA12_WI-152,2-Jul-12,1,WI,PROF,2,,,,,,,,,,,,,,479,1,,,,,,,,,,,,,,,,,10.1,8.5,,,,,,,,,,,,,,,26.4
8/23/2016,1000034,NLA12_WI-152,2-Jul-12,1,WI,PROF,12,,,,,,,,,,,,,,485,11,,,,,,,,,,,,,,,,,0.7,7.8,,,,,,,,,,,,,,,19.7
8/23/2016,1000034,NLA12_WI-152,2-Jul-12,1,WI,PROF,10,,,,,,,,,,,,,,483,9,,,,,,,,,,,,,,,,,4.5,8.1,,,,,,,,,,,,,,,23
8/23/2016,1000034,NLA12_WI-152,2-Jul-12,1,WI,PROF,3,,,,,,,,,,,,,,480,2,,,,,,,,,,,,,,,,,10.1,8.6,,,,,,,,,,,,,,,26.2
8/23/2016,1000034,NLA12_WI-152,2-Jul-12,1,WI,PROF,7,,,,,,,,,,,,,,480,6,,,,,,,,,,,,,,,,,8.1,8.4,,,,,,,,,,,,,,,24.4
8/23/2016,1000034,NLA12_WI-152,2-Jul-12,1,WI,PROF,15,,,,,,,,,,,,,,492,14,,,,,,,,,,,,,,,B,,0.3,7.5,,,,,,,,,,,,,,,15.5
8/23/2016,1000034,NLA12_WI-152,2-Jul-12,1,WI,PROF,13,,,,,,,,,,,,,,486,12,,,,,,,,,,,,,,,,,0.3,7.7,,,,,,,,,,,,,,,17.2
8/23/2016,1000034,NLA12_WI-152,2-Jul-12,1,WI,CALIB,0,,SN080500046529,SONDE HYDROLAB DS 5X,BRINT SCHWERBEL,,,500,500,500,0,0,500,500,,,,761,mg/L,9.2,mg/L,9.2,256,,,,,,,,,,,,9,9.1,9,7,7,10,10,,,,,,19,19,
8/23/2016,1000034,NLA12_WI-152,2-Jul-12,1,WI,PROF,8,,,,,,,,,,,,,,481,7,,,,,,,,,,,,,,,,,7.5,8.3,,,,,,,,,,,,,,,23.9
8/23/2016,1000034,NLA12_WI-152,2-Jul-12,1,WI,PROF,18,,,,,,,,,,,,,,502,16.3,,,,,,,,,,,,,,,,,0.3,7.3,,,,,,,,,,,,,,,14.4
8/23/2016,1000034,NLA12_WI-152,2-Jul-12,1,WI,PROF,14,,,,,,,,,,,,,,488,13,,,,,,,,,,,,,,,,,0.3,7.6,,,,,,,,,,,,,,,16.3
8/23/2016,1000034,NLA12_WI-152,2-Jul-12,1,WI,PROF,11,,,,,,,,,,,,,,484,10,,,,,,,,,,,,,,,T,,2.2,7.9,,,,,,,,,,,,,,,21.5
8/23/2016,1000034,NLA12_WI-152,2-Jul-12,1,WI,PROF,6,,,,,,,,,,,,,,479,5,,,,,,,,,,,,,,,,,9,8.5,,,,,,,,,,,,,,,24.7
8/23/2016,1000034,NLA12_WI-152,2-Jul-12,1,WI,PROF,17,,,,,,,,,,,,,,500,16,,,,,,,,,,,,,,,,,0.3,7.4,,,,,,,,,,,,,,,14.6
8/23/2016,1000034,NLA12_WI-152,2-Jul-12,1,WI,PROF,16,,,,,,,,,,,,,,496,15,,,,,,,,,,,,,,,,,0.3,7.4,,,,,,,,,,,,,,,15
8/23/2016,1000034,NLA12_WI-152,2-Jul-12,1,WI,PROF,5,,,,,,,,,,,,,,477,4,,,,,,,,,,,,,,,,,10.4,8.6,,,,,,,,,,,,,,,25.7
8/23/2016,1000034,NLA12_WI-152,2-Jul-12,1,WI,PROF,9,,,,,,,,,,,,,,482,8,,,,,,,,,,,,,,,,,6.1,8.2,,,,,,,,,,,,,,,23.5
8/23/2016,1000035,,,,,PROF,0,,,,,,,,,,,,,,,,,,,,,,,10.42,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2016,1000035,,,,,PROF,1,,,,,,,,,,,,,,257.8,0.2,,,,,,,,,,,,,,,,,10.5,8.55,,,,,,,,,,,,,,,25.34
8/23/2016,1000035,,,,,PROF,2,,,,,,,,,,,,,,258.2,0.5,,,,,,,,,,,,,,,,,10.32,8.53,,,,,,,,,,,,,,,24.79
8/23/2016,1000035,,,,,PROF,3,,,,,,,,,,,,,,256.8,1,,,,,,,,,,,,,,,,,10.43,8.51,,,,,,,,,,,,,,,24.61
8/23/2016,1000035,,,,,PROF,4,,,,,,,,,,,,,,257.4,1.5,,,,,,,,,,,,,,,,,9.7,8.42,,,,,,,,,,,,,,,24.41
8/23/2016,1000035,,,,,PROF,5,,,,,,,,,,,,,,267.9,2,,,,,,,,,,,,,,,,,7.13,7.72,,,,,,,,,,,,,,,23.57
8/23/2016,1000035,,,,,PROF,40,,,,,,,,,,,,,,256.8,0.2,,,,,,,,,,,,,,,,,10.65,8.58,,,,,,,,,,,,,,,25.17
8/23/2016,1000039,NLA12_WI-113,5-Jul-12,1,WI,PROF,14,,,,,,,,,,,,,,401,13,,,,,,,,,,,,,,,,,0.4,7.1,,,,,,,,,,,,,,,6
8/23/2016,1000039,NLA12_WI-113,5-Jul-12,1,WI,PROF,11,,,,,,,,,,,,,,385,10,,,,,,,,,,,,,,,,,0.8,7.2,,,,,,,,,,,,,,,6.7
8/23/2016,1000039,NLA12_WI-113,5-Jul-12,1,WI,PROF,16,,,,,,,,,,,,,,467,14.7,,,,,,,,,,,,,,,,,0.4,6.9,,,,,,,,,,,,,,,5.9
8/23/2016,1000039,NLA12_WI-113,5-Jul-12,1,WI,CALIB,0,,SN080500046529,SONDE HYDROLAB DS5X,BRINT SCHWERBEL,,,500,500,500,0,0,500,500,,,,758.97,mg/L,8.9,mg/L,8.9,256,,,,,,,,,,,,9,9.02,9,7,7,10,10,,,,,,19.77,19.77,
8/23/2016,1000039,NLA12_WI-113,5-Jul-12,1,WI,PROF,13,,,,,,,,,,,,,,393,12,,,,,,,,,,,,,,,,,0.5,7.1,,,,,,,,,,,,,,,6.2
8/23/2016,1000039,NLA12_WI-113,5-Jul-12,1,WI,PROF,2,,,,,,,,,,,,,,276,1,,,,,,,,,,,,,,,,,10.8,8.8,,,,,,,,,,,,,,,28.8
8/23/2016,1000039,NLA12_WI-113,5-Jul-12,1,WI,PROF,15,,,,,,,,,,,,,,426,14,,,,,,,,,,,,,,,,,0.4,6.9,,,,,,,,,,,,,,,5.9
